Headline,NumOfWords,NumOfChar,NumOfPunc,NumOfContPunc,NumOfContUpperCase,NumOfAdjectives,Bigrams,Bi-freq,unigrams,un-freq,trigram,tri-freq,Label
"They Hid MARS From Us Covering Over Whole Cities
",9,48,0,0,1,0,"[('mars', 'cities')]",2,"[('mars',), ('cities',)]",2,[],1,1
"Rise of Mandatory Vaccinations Means the End of Medical Freedom
",10,63,0,0,0,0,"[('rise', 'vaccinations'), ('vaccinations', 'end'), ('end', 'freedom')]",6,"[('rise',), ('vaccinations',), ('end',), ('freedom',)]",4,"[('rise', 'vaccinations', 'end'), ('vaccinations', 'end', 'freedom')]",6,1
"She Disappeared Without A Trace In 1850, Then They Found This Years Late
",13,72,1,0,0,0,"[('trace', 'years')]",2,"[('trace',), ('years',)]",2,[],1,1
"Girl Asks Her 20 Boyfriends To Each Give Her an iPhone, Uses The Money To Buy a House
",18,85,1,0,0,0,"[('girl', 'boyfriends'), ('boyfriends', 'iphone'), ('iphone', 'money'), ('money', 'house')]",8,"[('girl',), ('boyfriends',), ('iphone',), ('money',), ('house',)]",5,"[('girl', 'boyfriends', 'iphone'), ('boyfriends', 'iphone', 'money'), ('iphone', 'money', 'house')]",9,1
"There’s A Reason Why Pizzas Have That Plastic Table In The Middle And It Makes Total Sense
",17,90,0,0,0,0,"[('’', 'reason'), ('reason', 'pizzas'), ('pizzas', 'plastic'), ('plastic', 'table'), ('table', 'middle'), ('middle', 'sense')]",12,"[('’',), ('reason',), ('pizzas',), ('plastic',), ('table',), ('middle',), ('sense',)]",7,"[('’', 'reason', 'pizzas'), ('reason', 'pizzas', 'plastic'), ('pizzas', 'plastic', 'table'), ('plastic', 'table', 'middle'), ('table', 'middle', 'sense')]",15,1
"Girl Put Aluminum Foil After Washing Her Hair and She Delighted The Best Hairdressers of The World
",17,98,0,0,0,0,"[('girl', 'foil'), ('foil', 'hair'), ('hair', 'hairdressers'), ('hairdressers', 'world')]",8,"[('girl',), ('foil',), ('hair',), ('hairdressers',), ('world',)]",5,"[('girl', 'foil', 'hair'), ('foil', 'hair', 'hairdressers'), ('hair', 'hairdressers', 'world')]",9,1
"Report Exposes Inner Workings of Facebook and How Clinton Loyalists Control Your Newsfeed
",13,89,0,0,0,0,"[('report', 'workings'), ('workings', 'facebook'), ('facebook', 'loyalists'), ('loyalists', 'newsfeed')]",8,"[('report',), ('workings',), ('facebook',), ('loyalists',), ('newsfeed',)]",5,"[('report', 'workings', 'facebook'), ('workings', 'facebook', 'loyalists'), ('facebook', 'loyalists', 'newsfeed')]",9,1
"New Study Claims Life DOES Exist On Mars And It Was Found By The Viking Lander in 1970
",18,86,0,0,1,0,"[('study', 'claims'), ('claims', 'life'), ('life', 'mars'), ('mars', 'lander')]",8,"[('study',), ('claims',), ('life',), ('mars',), ('lander',)]",5,"[('study', 'claims', 'life'), ('claims', 'life', 'mars'), ('life', 'mars', 'lander')]",9,1
"This Indonesian Volcano Is Deadly, But When Night Falls It Turns Into Something Stunningly Beautiful
",15,100,1,0,0,0,"[('volcano', 'night'), ('night', 'something')]",4,"[('volcano',), ('night',), ('something',)]",3,"[('volcano', 'night', 'something')]",3,1
"Dakota Access Caught Infiltrating Protests to Incite Violence, Funding Trolls Online
",11,84,1,0,0,0,"[('access', 'protests'), ('protests', 'violence'), ('violence', 'trolls')]",6,"[('access',), ('protests',), ('violence',), ('trolls',)]",4,"[('access', 'protests', 'violence'), ('protests', 'violence', 'trolls')]",6,1
"As Natives Declare Treaty Rights, Police Admit Defeat — Cite Lack of ‘Manpower’ To Remove DAPL Protester
",17,104,1,0,1,0,"[('natives', 'treaty'), ('treaty', 'rights'), ('rights', 'police'), ('police', 'defeat'), ('defeat', '—'), ('—', 'lack'), ('lack', '‘'), ('‘', 'manpower'), ('manpower', '’'), ('’', 'dapl'), ('dapl', 'protester')]",22,"[('natives',), ('treaty',), ('rights',), ('police',), ('defeat',), ('—',), ('lack',), ('‘',), ('manpower',), ('’',), ('dapl',), ('protester',)]",12,"[('natives', 'treaty', 'rights'), ('treaty', 'rights', 'police'), ('rights', 'police', 'defeat'), ('police', 'defeat', '—'), ('defeat', '—', 'lack'), ('—', 'lack', '‘'), ('lack', '‘', 'manpower'), ('‘', 'manpower', '’'), ('manpower', '’', 'dapl'), ('’', 'dapl', 'protester')]",30,1
"Earth’s Magnetic Field is COLLAPSING and The Poles Are About To Switch
",12,70,0,0,1,0,"[('earth', '’'), ('’', 'field'), ('field', 'poles')]",6,"[('earth',), ('’',), ('field',), ('poles',)]",4,"[('earth', '’', 'field'), ('’', 'field', 'poles')]",6,1
"Steve Jobs Told Mark Zuckerberg To Visit This Temple For A Surprising Reason
",13,76,0,0,0,0,"[('steve', 'jobs'), ('jobs', 'mark'), ('mark', 'zuckerberg'), ('zuckerberg', 'temple'), ('temple', 'reason')]",10,"[('steve',), ('jobs',), ('mark',), ('zuckerberg',), ('temple',), ('reason',)]",6,"[('steve', 'jobs', 'mark'), ('jobs', 'mark', 'zuckerberg'), ('mark', 'zuckerberg', 'temple'), ('zuckerberg', 'temple', 'reason')]",12,1
"WikiLeaks List Exposes At Least 65 Corporate ‘Presstitutes’ Who Colluded To Hide Clinton’s Crimes
",14,97,0,0,0,0,"[('wikileaks', 'list'), ('list', 'exposes'), ('exposes', '‘'), ('‘', 'presstitutes'), ('presstitutes', 'clinton'), ('clinton', '’'), ('’', 'crimes')]",14,"[('wikileaks',), ('list',), ('exposes',), ('‘',), ('presstitutes',), ('clinton',), ('’',), ('crimes',)]",8,"[('wikileaks', 'list', 'exposes'), ('list', 'exposes', '‘'), ('exposes', '‘', 'presstitutes'), ('‘', 'presstitutes', 'clinton'), ('presstitutes', 'clinton', '’'), ('clinton', '’', 'crimes')]",18,1
"Hillary's 33,000 emails might not be 'missing' after all
",9,56,1,0,0,0,"[('hillary', 'emails')]",2,"[('hillary',), ('emails',)]",2,[],1,1
"WIKI: Clinton out of touch, cronyistic, didn't drive car in 35 years, flew all over world but accomplished nothing..
",19,116,6,1,1,0,"[('wiki', 'clinton'), ('clinton', 'touch'), ('touch', 'car'), ('car', 'years'), ('years', 'world'), ('world', 'nothing..')]",12,"[('wiki',), ('clinton',), ('touch',), ('car',), ('years',), ('world',), ('nothing..',)]",7,"[('wiki', 'clinton', 'touch'), ('clinton', 'touch', 'car'), ('touch', 'car', 'years'), ('car', 'years', 'world'), ('years', 'world', 'nothing..')]",15,1
"Justice Thomas: Civil Forfeiture May Violate Due Process
",8,56,1,0,0,0,"[('justice', 'thomas'), ('thomas', 'forfeiture'), ('forfeiture', 'process')]",6,"[('justice',), ('thomas',), ('forfeiture',), ('process',)]",4,"[('justice', 'thomas', 'forfeiture'), ('thomas', 'forfeiture', 'process')]",6,1
"Why You Should Take Your Apple Cider Vinegar at Night!
",10,54,0,0,0,0,"[('apple', 'cider'), ('cider', 'vinegar'), ('vinegar', 'night')]",6,"[('apple',), ('cider',), ('vinegar',), ('night',)]",4,"[('apple', 'cider', 'vinegar'), ('cider', 'vinegar', 'night')]",6,1
"Urgent! Media Blackout Happening Now on Syria—Here’s Why…WWIII??
",8,64,0,1,1,0,"[('urgent', 'media'), ('media', '’'), ('’', 's'), ('s', 'why…wwiii')]",8,"[('urgent',), ('media',), ('’',), ('s',), ('why…wwiii',)]",5,"[('urgent', 'media', '’'), ('media', '’', 's'), ('’', 's', 'why…wwiii')]",9,1
"The Big Lie | NASA Admits We’ve Never Been Out Of Low Earth Orbit
",14,65,0,0,1,0,"[('lie', '|'), ('|', 'earth'), ('earth', 'orbit')]",6,"[('lie',), ('|',), ('earth',), ('orbit',)]",4,"[('lie', '|', 'earth'), ('|', 'earth', 'orbit')]",6,1
"Lost Abandoned Hanger – “What’s Inside Is Out of This World” and Will Blow Your Mind!
",16,85,0,0,0,0,"[('’', 's'), ('s', 'inside'), ('inside', 'world'), ('world', '”'), ('”', 'mind')]",10,"[('’',), ('s',), ('inside',), ('world',), ('”',), ('mind',)]",6,"[('’', 's', 'inside'), ('s', 'inside', 'world'), ('inside', 'world', '”'), ('world', '”', 'mind')]",12,1
"Holy Crap!! What Was This?! “Breathtaking UFO Footage 2017 | UFO Colliding in the Mountain”
",15,91,0,2,2,0,"[('crap', '“'), ('“', 'footage'), ('footage', '|'), ('|', 'colliding'), ('colliding', 'mountain'), ('mountain', '”')]",12,"[('crap',), ('“',), ('footage',), ('|',), ('colliding',), ('mountain',), ('”',)]",7,"[('crap', '“', 'footage'), ('“', 'footage', '|'), ('footage', '|', 'colliding'), ('|', 'colliding', 'mountain'), ('colliding', 'mountain', '”')]",15,1
"Giant Humanoid-Shape Spotted In The Sky Over Kitwe, Zambia – Locals Ran Away In Terror!
",15,87,1,0,0,0,"[('humanoid-shape', 'sky'), ('sky', 'kitwe'), ('kitwe', 'zambia'), ('zambia', '–'), ('–', 'locals'), ('locals', 'terror')]",12,"[('humanoid-shape',), ('sky',), ('kitwe',), ('zambia',), ('–',), ('locals',), ('terror',)]",7,"[('humanoid-shape', 'sky', 'kitwe'), ('sky', 'kitwe', 'zambia'), ('kitwe', 'zambia', '–'), ('zambia', '–', 'locals'), ('–', 'locals', 'terror')]",15,1
"Anti-Vaxxer Parents Refuse To Check Kids’ Trick-Or-Treat Candy Before They Eat It
",12,81,0,0,0,0,"[('parents', 'kids'), ('kids', 'candy')]",4,"[('parents',), ('kids',), ('candy',)]",3,"[('parents', 'kids', 'candy')]",3,1
"Did You Know: Heimlich Maneuver Was Invented by Nazis?
",9,54,1,0,0,0,"[('maneuver', 'nazis')]",2,"[('maneuver',), ('nazis',)]",2,[],1,1
"Black Bear From “The Revenant,” To Boycott Oscars Over Lack of Diversity
",12,72,1,0,0,0,"[('bear', 'revenant'), ('revenant', '”'), ('”', 'oscars'), ('oscars', 'lack'), ('lack', 'diversity')]",10,"[('bear',), ('revenant',), ('”',), ('oscars',), ('lack',), ('diversity',)]",6,"[('bear', 'revenant', '”'), ('revenant', '”', 'oscars'), ('”', 'oscars', 'lack'), ('oscars', 'lack', 'diversity')]",12,1
"Donald Trump Sues ‘Loser’ Artist Over ‘Obscene’ Billboard, Playing Cards, Says Report
",12,85,2,0,0,0,"[('trump', 'sues'), ('sues', 'artist'), ('artist', '’'), ('’', 'billboard'), ('billboard', 'cards'), ('cards', 'report')]",12,"[('trump',), ('sues',), ('artist',), ('’',), ('billboard',), ('cards',), ('report',)]",7,"[('trump', 'sues', 'artist'), ('sues', 'artist', '’'), ('artist', '’', 'billboard'), ('’', 'billboard', 'cards'), ('billboard', 'cards', 'report')]",15,1
"Father’s Day Nightmare: Caitlyn Jenner Snaps At Kim Kardashian, “Put The Lotion In The F-ing Basket!”
",16,101,2,0,0,0,"[('day', 'nightmare'), ('nightmare', 'jenner'), ('jenner', 'snaps'), ('snaps', 'kim'), ('kim', 'kardashian'), ('kardashian', '“'), ('“', 'lotion'), ('lotion', 'basket'), ('basket', '”')]",18,"[('day',), ('nightmare',), ('jenner',), ('snaps',), ('kim',), ('kardashian',), ('“',), ('lotion',), ('basket',), ('”',)]",10,"[('day', 'nightmare', 'jenner'), ('nightmare', 'jenner', 'snaps'), ('jenner', 'snaps', 'kim'), ('snaps', 'kim', 'kardashian'), ('kim', 'kardashian', '“'), ('kardashian', '“', 'lotion'), ('“', 'lotion', 'basket'), ('lotion', 'basket', '”')]",24,1
"Netflix’s ‘House of Cards’ Under Fire For Disrespectful Flag Logo
",10,65,0,0,0,0,"[('’', '‘'), ('‘', 'house'), ('house', 'cards'), ('cards', '’'), ('’', 'fire'), ('fire', 'flag'), ('flag', 'logo')]",14,"[('’',), ('‘',), ('house',), ('cards',), ('’',), ('fire',), ('flag',), ('logo',)]",8,"[('’', '‘', 'house'), ('‘', 'house', 'cards'), ('house', 'cards', '’'), ('cards', '’', 'fire'), ('’', 'fire', 'flag'), ('fire', 'flag', 'logo')]",18,1
"Cecil The Lion ‘Truther’ Denies Lion’s Existence, ‘Seeks Hide’
",9,62,1,0,0,0,"[('cecil', 'lion'), ('lion', '‘'), ('‘', '’'), ('’', 'lion'), ('lion', '’'), ('’', 's'), ('s', 'existence'), ('existence', '‘'), ('‘', 'hide'), ('hide', '’')]",20,"[('cecil',), ('lion',), ('‘',), ('’',), ('lion',), ('’',), ('s',), ('existence',), ('‘',), ('hide',), ('’',)]",11,"[('cecil', 'lion', '‘'), ('lion', '‘', '’'), ('‘', '’', 'lion'), ('’', 'lion', '’'), ('lion', '’', 's'), ('’', 's', 'existence'), ('s', 'existence', '‘'), ('existence', '‘', 'hide'), ('‘', 'hide', '’')]",27,1
"Minister Creflo Dollar Now Wants $114MM For Luxury Yacht
",9,56,0,0,1,0,"[('minister', 'creflo'), ('creflo', 'dollar'), ('dollar', 'luxury'), ('luxury', 'yacht')]",8,"[('minister',), ('creflo',), ('dollar',), ('luxury',), ('yacht',)]",5,"[('minister', 'creflo', 'dollar'), ('creflo', 'dollar', 'luxury'), ('dollar', 'luxury', 'yacht')]",9,1
"Christian Community In Uproar After Snopes “Debunks” Existence Of Jesus Christ
",11,78,0,0,0,0,"[('community', 'uproar'), ('uproar', 'snopes'), ('snopes', 'debunks'), ('debunks', 'existence'), ('existence', 'jesus'), ('jesus', 'christ')]",12,"[('community',), ('uproar',), ('snopes',), ('debunks',), ('existence',), ('jesus',), ('christ',)]",7,"[('community', 'uproar', 'snopes'), ('uproar', 'snopes', 'debunks'), ('snopes', 'debunks', 'existence'), ('debunks', 'existence', 'jesus'), ('existence', 'jesus', 'christ')]",15,1
"Trump Reports World Record 39 Under Par, 12 Holes-in-One, During Golf Outing with Japanese Prime Minister
",16,105,2,0,0,0,"[('trump', 'reports'), ('reports', 'world'), ('world', 'record'), ('record', 'par'), ('par', 'holes-in-one'), ('holes-in-one', 'golf'), ('golf', 'minister')]",14,"[('trump',), ('reports',), ('world',), ('record',), ('par',), ('holes-in-one',), ('golf',), ('minister',)]",8,"[('trump', 'reports', 'world'), ('reports', 'world', 'record'), ('world', 'record', 'par'), ('record', 'par', 'holes-in-one'), ('par', 'holes-in-one', 'golf'), ('holes-in-one', 'golf', 'minister')]",18,1
"Feminist Clapbacks FTW: What To Say Next Time You Run Into A Meninist
",13,69,1,0,1,0,"[('feminist', 'clapbacks'), ('clapbacks', 'time'), ('time', 'meninist')]",6,"[('feminist',), ('clapbacks',), ('time',), ('meninist',)]",4,"[('feminist', 'clapbacks', 'time'), ('clapbacks', 'time', 'meninist')]",6,1
"White House Hiring Stumbles As They Scour Candidates' Social Media For Dissent
",12,78,0,0,0,0,"[('house', 'stumbles'), ('stumbles', 'candidates'), ('candidates', 'media'), ('media', 'dissent')]",8,"[('house',), ('stumbles',), ('candidates',), ('media',), ('dissent',)]",5,"[('house', 'stumbles', 'candidates'), ('stumbles', 'candidates', 'media'), ('candidates', 'media', 'dissent')]",9,1
"Woman Searching For Boy Who Left $5 And Apology For Stealing On Her Door
",14,72,0,0,0,0,"[('woman', 'boy'), ('boy', 'apology'), ('apology', 'door')]",6,"[('woman',), ('boy',), ('apology',), ('door',)]",4,"[('woman', 'boy', 'apology'), ('boy', 'apology', 'door')]",6,1
"Woman's Father Refuses To Give Her Away At Her Wedding, So She Gets A Little Help From Her Boss
",19,95,1,0,0,0,"[('woman', 'father'), ('father', 'away'), ('away', 'wedding'), ('wedding', 'help'), ('help', 'boss')]",10,"[('woman',), ('father',), ('away',), ('wedding',), ('help',), ('boss',)]",6,"[('woman', 'father', 'away'), ('father', 'away', 'wedding'), ('away', 'wedding', 'help'), ('wedding', 'help', 'boss')]",12,1
"Young Boy Interrupts Live Weather Forecast To Predict ""Toots And Farts""
",11,71,0,0,0,0,"[('boy', 'interrupts'), ('interrupts', 'weather'), ('weather', 'forecast'), ('forecast', 'toots'), ('toots', 'farts')]",10,"[('boy',), ('interrupts',), ('weather',), ('forecast',), ('toots',), ('farts',)]",6,"[('boy', 'interrupts', 'weather'), ('interrupts', 'weather', 'forecast'), ('weather', 'forecast', 'toots'), ('forecast', 'toots', 'farts')]",12,1
"llege RA Reads A Bedtime Story To His Freshman And Becomes A Hit Meme
",14,69,0,0,1,0,"[('llege', 'ra'), ('ra', 'story'), ('story', 'freshman'), ('freshman', 'hit'), ('hit', 'meme')]",10,"[('llege',), ('ra',), ('story',), ('freshman',), ('hit',), ('meme',)]",6,"[('llege', 'ra', 'story'), ('ra', 'story', 'freshman'), ('story', 'freshman', 'hit'), ('freshman', 'hit', 'meme')]",12,1
"Olympian Weeps When She Realizes She Won Her Country's First Ever Gold Medal
",13,76,0,0,0,0,"[('weeps', 'country'), ('country', 'gold'), ('gold', 'medal')]",6,"[('weeps',), ('country',), ('gold',), ('medal',)]",4,"[('weeps', 'country', 'gold'), ('country', 'gold', 'medal')]",6,1
"‘Cash Me Outside Girl’ Found Dead, Possible Russian Hacking Connection
",10,70,1,0,0,0,"[('‘', 'cash'), ('cash', 'girl'), ('girl', '’'), ('’', 'hacking'), ('hacking', 'connection')]",10,"[('‘',), ('cash',), ('girl',), ('’',), ('hacking',), ('connection',)]",6,"[('‘', 'cash', 'girl'), ('cash', 'girl', '’'), ('girl', '’', 'hacking'), ('’', 'hacking', 'connection')]",12,1
"Feds Let 30,558 Illegal Criminals Go Free “They Were The Worst Of The Worst Law Breakers”
",16,89,1,0,0,0,"[('feds', 'criminals'), ('criminals', '“'), ('“', 'law'), ('law', 'breakers')]",8,"[('feds',), ('criminals',), ('“',), ('law',), ('breakers',)]",5,"[('feds', 'criminals', '“'), ('criminals', '“', 'law'), ('“', 'law', 'breakers')]",9,1
"Woman Gives “Vodka Butt Shots” At Bar, Causing Riot After Diarrhea Explosion
",12,76,1,0,0,0,"[('woman', '“'), ('“', 'vodka'), ('vodka', 'butt'), ('butt', 'shots'), ('shots', 'bar'), ('bar', 'riot'), ('riot', 'explosion')]",14,"[('woman',), ('“',), ('vodka',), ('butt',), ('shots',), ('bar',), ('riot',), ('explosion',)]",8,"[('woman', '“', 'vodka'), ('“', 'vodka', 'butt'), ('vodka', 'butt', 'shots'), ('butt', 'shots', 'bar'), ('shots', 'bar', 'riot'), ('bar', 'riot', 'explosion')]",18,1
"Man Strangles Girlfriend To Death Because She “Wouldn’t Make Eye Contact With Him” While Talking To Her
",17,103,0,0,0,0,"[('man', 'death'), ('death', '’'), ('’', 't'), ('t', 'eye'), ('eye', 'contact')]",10,"[('man',), ('death',), ('’',), ('t',), ('eye',), ('contact',)]",6,"[('man', 'death', '’'), ('death', '’', 't'), ('’', 't', 'eye'), ('t', 'eye', 'contact')]",12,1
"Los Angeles Police: 12 White Female Bodies in Garage Freezer Tagged, “Black Lives Matter”
",14,89,2,0,0,0,"[('los', 'angeles'), ('angeles', 'police'), ('police', 'bodies'), ('bodies', 'garage'), ('garage', 'freezer'), ('freezer', 'lives'), ('lives', 'matter'), ('matter', '”')]",16,"[('los',), ('angeles',), ('police',), ('bodies',), ('garage',), ('freezer',), ('lives',), ('matter',), ('”',)]",9,"[('los', 'angeles', 'police'), ('angeles', 'police', 'bodies'), ('police', 'bodies', 'garage'), ('bodies', 'garage', 'freezer'), ('garage', 'freezer', 'lives'), ('freezer', 'lives', 'matter'), ('lives', 'matter', '”')]",21,1
"CIA Admits Creating Trained Assassins Through Hypnosis and MK Ultra Mind Control
",12,80,0,0,2,0,"[('cia', 'admits'), ('admits', 'assassins'), ('assassins', 'hypnosis'), ('hypnosis', 'mk'), ('mk', 'mind'), ('mind', 'control')]",12,"[('cia',), ('admits',), ('assassins',), ('hypnosis',), ('mk',), ('mind',), ('control',)]",7,"[('cia', 'admits', 'assassins'), ('admits', 'assassins', 'hypnosis'), ('assassins', 'hypnosis', 'mk'), ('hypnosis', 'mk', 'mind'), ('mk', 'mind', 'control')]",15,1
"Dad Throws Son Off Bridge After Breaking His Apple Watch During WatchOS 3 Update
",14,80,0,0,1,0,"[('dad', 'throws'), ('throws', 'bridge'), ('bridge', 'apple'), ('apple', 'watch'), ('watch', 'update')]",10,"[('dad',), ('throws',), ('bridge',), ('apple',), ('watch',), ('update',)]",6,"[('dad', 'throws', 'bridge'), ('throws', 'bridge', 'apple'), ('bridge', 'apple', 'watch'), ('apple', 'watch', 'update')]",12,1
